station_id,longitude,latitude,slow_count,fast_count,charge_count,TAZID
1306,113.914551,22.479532,15,0,15,1081
1307,113.914678,22.513683,64,0,64,1068
1308,113.914747,22.511467,24,0,24,1068
1309,113.914835,22.529224,12,0,12,1096
1310,113.914917,22.512397,6,0,6,1068
1311,113.915048,22.515114,9,0,9,1068
1312,113.915138,22.478934,10,0,10,1081
1313,113.915138,22.478934,10,0,10,1081
1314,113.915283,22.570783,10,0,10,320
1315,113.915393,22.524048,1,0,1,1066
1316,113.915536,22.511462,12,0,12,1068
1317,113.915755,22.52505,4,0,4,1066
1318,113.915928,22.480345,6,0,6,1081
1319,113.916115,22.501733,24,0,24,309
1320,113.916163,22.553335,16,0,16,1075
1321,113.916485,22.497377,9,0,9,1082
1322,113.917103,22.526818,2,0,2,1066
1323,113.917463,22.573683,6,0,6,320
1324,113.917544,22.532962,15,0,15,1096
1325,113.917778,22.506186,12,0,12,309
1326,113.917899,22.536825,6,0,6,1074
1327,113.91798,22.531951,12,0,12,1096
1328,113.918138,22.526382,2,0,2,1066
1329,113.918524,22.517326,6,0,6,1068
1330,113.918816,22.757591,0,53,53,633
1331,113.919052,22.552793,6,0,6,1076
1332,113.919175,22.538244,2,0,2,1074
1333,113.919356,22.540094,24,0,24,1074
1334,113.919439,22.526032,4,0,4,1068
1335,113.919662,22.522678,3,0,3,1068
1336,113.919848,22.514157,4,0,4,1068
1337,113.92004,22.486376,8,0,8,1083
1338,113.92004,22.486376,8,0,8,1083
1339,113.92015,22.505631,24,0,24,1092
1340,113.920228,22.535621,39,0,39,1074
1341,113.920625,22.554441,46,0,46,1076
1342,113.920728,22.554594,36,0,36,1076
1343,113.920728,22.554594,36,0,36,1076
1344,113.920759,22.512573,12,0,12,1068
1345,113.920825,22.493997,6,0,6,1093
1346,113.920836,22.524964,6,0,6,1068
1347,113.920863,22.513684,4,0,4,1068
1348,113.92127,22.67241,0,9,9,649
1349,113.921492,22.516192,43,4,47,1068
1350,113.921492,22.516192,40,4,44,1068
1351,113.921713,22.527513,1,0,1,1096
1352,113.921721,22.528602,1,0,1,1096
1353,113.922034,22.531533,12,0,12,1096
1354,113.922767,22.663999,2,0,2,649
1355,113.92279,22.519846,2,0,2,1068
1356,113.922847,22.533784,3,0,3,1096
1357,113.922874,22.537369,14,0,14,1074
1358,113.922874,22.537369,14,0,14,1074
1359,113.923038,22.518393,4,0,4,1085
1360,113.923273,22.765474,18,0,18,659
1361,113.923676,22.509203,10,0,10,1088
1362,113.92368,22.693836,20,0,20,647
1363,113.923788,22.576558,3,0,3,958
1364,113.923885,22.527438,4,0,4,1096
1365,113.923943,22.515938,2,0,2,1088
1366,113.923972,22.549065,12,0,12,1076
1367,113.924005,22.573024,12,0,12,958
1368,113.924005,22.573024,12,0,12,958
1369,113.924017,22.522602,12,0,12,1085
1370,113.924036,22.51264,19,0,19,1088
1371,113.924111,22.523311,18,0,18,1068
1372,113.924145,22.511704,32,0,32,1088
1373,113.924843,22.524123,12,0,12,1085
1374,113.925063,22.536271,6,0,6,1074
1375,113.925073,22.577021,12,0,12,958
1376,113.92523,22.724682,0,12,12,641
1377,113.925335,22.546315,12,0,12,1076
1378,113.925543,22.514911,62,8,70,1088
1379,113.925543,22.514911,61,8,69,1088
1380,113.925598,22.511655,41,0,41,1088
1381,113.925598,22.511655,41,0,41,1088
1382,113.925693,22.536136,1,0,1,1074
1383,113.92571,22.524621,16,0,16,1085
1384,113.925772,22.541289,9,0,9,1074
1385,113.925772,22.541289,9,0,9,1074
1386,113.926594,22.529337,1,0,1,326
1387,113.926702,22.510845,6,0,6,1088
1388,113.927038,22.545685,6,0,6,1076
1389,113.927137,22.520885,15,0,15,1085
1390,113.9273,22.52641,10,0,10,326
1391,113.927618,22.526743,6,0,6,326
1392,113.927741,22.542353,12,0,12,326
1393,113.927825,22.582072,14,0,14,958
1394,113.927825,22.582072,14,0,14,958
1395,113.928113,22.515384,7,0,7,1087
1396,113.928222,22.513089,3,0,3,1087
1397,113.92833,22.544127,5,0,5,324
1398,113.928477,22.51441,6,0,6,1087
1399,113.928609,22.517165,12,0,12,1087
1400,113.928799,22.551563,6,0,6,1076
1401,113.92893,22.505508,34,0,34,1090
1402,113.929134,22.549984,3,0,3,324
1403,113.929314,22.663549,0,6,6,628
1404,113.929314,22.663549,0,6,6,628
1405,113.929574,22.520275,15,0,15,1086
1406,113.929574,22.520275,15,0,15,1086
1407,113.93005,22.519667,3,0,3,1086
1408,113.930055,22.718044,0,10,10,641
1409,113.930231,22.512993,12,0,12,1087
1410,113.930444,22.526115,6,0,6,1071
1411,113.930472,22.54242,6,0,6,326
1412,113.930998,22.512933,12,0,12,1087
1413,113.930999,22.549061,6,0,6,324
1414,113.931223,22.493366,6,0,6,1094
1415,113.931272,22.516818,12,0,12,1087
1416,113.931405,22.494167,12,0,12,1094
1417,113.931863,22.512717,6,0,6,1087
1418,113.932639,22.549004,5,0,5,324
1419,113.932763,22.479237,36,0,36,1083
1420,113.932805,22.542201,41,0,41,326
1421,113.9337,22.543519,17,0,17,324
1422,113.9337,22.543519,17,0,17,324
1423,113.933986,22.56042,12,0,12,321
1424,113.934828,22.560364,3,0,3,321
1425,113.935049,22.545405,10,0,10,324
1426,113.935285,22.545938,23,0,23,324
1427,113.935285,22.545938,22,0,22,324
1428,113.935363,22.557731,17,0,17,321
1429,113.935913,22.519999,6,0,6,347
1430,113.935979,22.544466,76,0,76,324
1431,113.93615,22.495288,6,0,6,307
1432,113.936238,22.631763,11,8,19,346
1433,113.936246,22.494419,4,0,4,307
1434,113.936386,22.606571,0,32,32,346
1435,113.936433,22.543427,4,0,4,324
1436,113.936525,22.627451,11,8,19,346
1437,113.937247,22.630207,22,2,24,346
1438,113.937247,22.630207,22,2,24,346
1439,113.93734,22.520385,6,0,6,347
1440,113.937401,22.520969,12,0,12,347
1441,113.93798,22.751792,20,0,20,656
1442,113.938007,22.558819,12,0,12,321
1443,113.938292,22.752069,30,0,30,656
1444,113.938413,22.626858,5,0,5,346
1445,113.938953,22.506216,18,0,18,307
1446,113.938953,22.506216,18,0,18,307
1447,113.93911,22.499241,12,0,12,307
1448,113.939111,22.501351,12,0,12,307
1449,113.939339,22.502577,12,0,12,307
1450,113.939946,22.540639,30,0,30,326
1451,113.94009,22.553153,10,0,10,324
1452,113.940103,22.503192,14,0,14,307
1453,113.940834,22.533622,66,0,66,1071
1454,113.941112,22.526563,16,0,16,1072
1455,113.941112,22.526563,37,0,37,1072
1456,113.941143,22.526476,6,0,6,1072
1457,113.941143,22.526476,4,0,4,1072
1458,113.941234,22.500391,12,0,12,307
1459,113.941249,22.497786,6,0,6,307
1460,113.941449,22.500517,3,0,3,307
1461,113.941527,22.499616,6,0,6,307
1462,113.941577,22.519504,1,0,1,347
1463,113.941856,22.561369,20,22,42,322
1464,113.941996,22.491271,16,0,16,307
1465,113.942028,22.494838,6,0,6,307
1466,113.942558,22.56701,8,0,8,336
1467,113.942789,22.53293,13,0,13,1072
1468,113.943023,22.492329,12,0,12,307
1469,113.943556,22.5029,30,0,30,307
1470,113.943587,22.51877,5,0,5,347
1471,113.944227,22.526603,12,0,12,1072
1472,113.944887,22.541484,6,0,6,325
1473,113.945267,22.586323,12,0,12,339
1474,113.946449,22.534182,10,0,10,1072
1475,113.946877,22.581589,4,0,4,958
1476,113.946999,22.530724,10,0,10,1072
1477,113.947256,22.546191,41,0,41,323
1478,113.947256,22.546191,39,0,39,323
1479,113.947264,22.581847,4,0,4,958
1480,113.949093,22.541131,18,0,18,325
1481,113.950002,22.768149,12,0,12,1060
1482,113.950235,22.520467,99,0,99,348
1483,113.950512,22.540999,6,0,6,325
1484,113.950976,22.52246,33,0,33,348
1485,113.951133,22.557102,33,0,33,322
1486,113.95116,22.539155,17,0,17,325
1487,113.95116,22.539155,15,0,15,325
1488,113.951557,22.526955,7,0,7,332
1489,113.951781,22.767148,0,72,72,1060
1490,113.952006,22.559674,12,0,12,322
1491,113.952036,22.526183,6,0,6,332
1492,113.952245,22.534831,17,0,17,332
1493,113.95232,22.540945,2,0,2,325
1494,113.952747,22.569027,2,0,2,333
1495,113.953011,22.55776,12,0,12,322
1496,113.953061,22.536144,14,0,14,332
1497,113.953061,22.536144,13,0,13,332
1498,113.953506,22.581056,15,0,15,335
1499,113.953506,22.581056,15,0,15,335
1500,113.953522,22.53707,66,0,66,332
1501,113.953522,22.53707,64,0,64,332
1502,113.954281,22.525936,6,0,6,332
1503,113.955276,22.55933,15,0,15,332
1504,113.955284,22.578516,6,0,6,335
1505,113.955618,22.550144,6,0,6,332
1506,113.955843,22.550011,9,0,9,332
1507,113.956389,22.558018,10,0,10,332
1508,113.956657,22.546952,6,0,6,332
1509,113.956762,22.55946,21,0,21,332
1510,113.95699,22.569623,6,0,6,333
1511,113.957255,22.539254,30,0,30,332
1512,113.957941,22.580323,22,0,22,335
1513,113.958062,22.572305,2,0,2,335
1514,113.959641,22.569406,6,0,6,333
1515,113.959656,22.572429,5,0,5,335
1516,113.960152,22.58203,3,0,3,335
1517,113.96036,22.573471,18,0,18,335
1518,113.960901,22.569655,2,0,2,333
1519,113.964945,22.528218,18,0,18,331
1520,113.965021,22.569794,10,0,10,335
1521,113.965366,22.526399,18,0,18,331
1522,113.965995,22.587332,23,0,23,340
1523,113.966607,22.538899,3,0,3,330
1524,113.966607,22.538899,3,0,3,330
1525,113.96682,22.541494,12,0,12,328
1526,113.967071,22.549004,18,0,18,328
1527,113.967915,22.550914,3,0,3,328
1528,113.968027,22.541207,6,0,6,328
1529,113.968312,22.565812,0,57,57,333
1530,113.97071,22.695126,9,0,9,651
1531,113.971319,22.581017,10,0,10,335
1532,113.971962,22.554189,18,0,18,328
1533,113.972534,22.55878,20,0,20,328
1534,113.972743,22.54934,18,0,18,329
1535,113.973854,22.553471,18,0,18,328
1536,113.973949,22.550947,49,0,49,329
1537,113.975109,22.558266,6,0,6,333
1538,113.975541,22.549257,5,0,5,329
1539,113.975574,22.547402,19,0,19,329
1540,113.976176,22.548838,19,0,19,329
1541,113.976669,22.538405,6,0,6,329
1542,113.977615,22.545333,18,0,18,329
1543,113.977979,22.537978,6,0,6,329
1544,113.978029,22.539426,6,0,6,329
1545,113.978043,22.534152,4,0,4,330
1546,113.978132,22.546132,15,0,15,329
1547,113.978263,22.546126,15,0,15,329
1548,113.98015,22.546864,3,0,3,329
1549,113.98015,22.546864,3,0,3,329
1550,113.980305,22.548155,15,0,15,329
1551,113.980717,22.561908,6,0,6,335
1552,113.980837,22.561607,5,0,5,335
1553,113.981006,22.5361,12,0,12,330
1554,113.98208,22.562316,4,0,4,335
1555,113.983395,22.53531,12,0,12,330
1556,113.984651,22.560924,12,0,12,335
1557,113.984652,22.538141,18,0,18,329
1558,113.985759,22.556572,6,0,6,334
1559,113.986739,22.732779,30,0,30,644
1560,113.987595,22.535182,2,0,2,330
1561,113.98761,22.547235,12,0,12,329
1562,113.98878,22.55117,20,0,20,334
1563,113.988951,22.542459,24,0,24,329
1564,113.990345,22.541958,6,0,6,329
1565,113.990661,22.67163,6,0,6,719
1566,113.991005,22.588745,63,0,63,335
1567,113.991027,22.736262,12,0,12,644
1568,113.991039,22.737962,12,0,12,1060
1569,113.991112,22.738856,2,0,2,1060
1570,113.991289,22.589744,12,0,12,335
1571,113.991613,22.591408,1,0,1,335
1572,113.991728,22.54122,18,0,18,1112
1573,113.991746,22.732842,6,0,6,644
1574,113.991765,22.590705,2,0,2,335
1575,113.991978,22.738526,2,0,2,1060
1576,113.992075,22.589366,12,0,12,335
1577,113.992113,22.739608,12,0,12,1060
1578,113.992511,22.536226,15,0,15,1111
1579,113.993017,22.588465,22,4,26,335
1580,113.993017,22.588465,28,4,32,335
1581,113.993783,22.69064,18,0,18,726
1582,113.994306,22.59737,28,0,28,343
1583,113.99479,22.537004,11,0,11,1111
1584,113.994911,22.735241,12,0,12,687
1585,113.995476,22.535296,6,0,6,1111
1586,113.995997,22.531611,6,0,6,225
1587,113.996567,22.536059,6,0,6,1111
1588,113.998139,22.53656,3,0,3,1111
1589,113.998477,22.698506,0,6,6,715
1590,113.998477,22.698506,0,6,6,715
1591,113.998884,22.736049,12,0,12,687
1592,113.999267,22.696603,10,0,10,715
1593,113.999412,22.664085,3,0,3,718
1594,114.000504,22.59265,41,0,41,335
1595,114.000504,22.59265,41,0,41,335
1596,114.00096,22.537428,12,0,12,1111
1597,114.001244,22.537417,6,0,6,1111
1598,114.003079,22.670815,12,0,12,718
1599,114.004064,22.635491,36,4,40,724
1600,114.004064,22.635491,36,4,40,724
1601,114.007994,22.636614,30,0,30,724
1602,114.009102,22.640442,61,0,61,724
1603,114.009274,22.635842,6,0,6,724
1604,114.010627,22.534891,3,0,3,225
1605,114.010987,22.64256,6,0,6,724
1606,114.011055,22.548647,12,0,12,1113
1607,114.011249,22.640312,12,0,12,724
1608,114.011267,22.547222,6,0,6,1113
1609,114.01144,22.632498,3,0,3,724
1610,114.011846,22.534961,3,0,3,225
1611,114.011885,22.642885,5,0,5,710
1612,114.011892,22.547691,3,0,3,1113
1613,114.01191,22.547644,2,0,2,1113
1614,114.012055,22.548341,12,0,12,1113
1615,114.012555,22.535108,8,0,8,225
1616,114.013349,22.54516,4,0,4,1113
1617,114.013445,22.629092,10,0,10,704
1618,114.013882,22.541663,3,0,3,1114
1619,114.014366,22.541996,6,0,6,1114
1620,114.014498,22.549168,6,0,6,1113
1621,114.014566,22.562702,12,0,12,235
1622,114.014713,22.641373,12,0,12,710
1623,114.015025,22.637257,22,0,22,724
1624,114.015191,22.565889,2,0,2,235
1625,114.015239,22.564382,2,0,2,235
1626,114.015799,22.564912,2,0,2,235
1627,114.015963,22.564159,2,0,2,235
1628,114.01606,22.561905,13,0,13,235
1629,114.016155,22.54725,6,0,6,1113
1630,114.016306,22.564233,2,0,2,235
1631,114.016557,22.56248,8,0,8,235
1632,114.016845,22.536691,1,0,1,226
1633,114.016962,22.63037,6,0,6,704
1634,114.018025,22.541107,16,0,16,1114
1635,114.018197,22.549514,4,0,4,1113
1636,114.018711,22.556332,20,0,20,1115
1637,114.01892,22.540155,4,2,6,1114
1638,114.01892,22.540155,4,2,6,1114
1639,114.019401,22.642531,32,0,32,710
1640,114.019749,22.658889,6,0,6,711
1641,114.019752,22.644334,12,0,12,710
1642,114.019848,22.533913,0,10,10,226
1643,114.019945,22.534075,10,0,10,226
1644,114.020065,22.634935,36,0,36,704
1645,114.020148,22.537806,3,0,3,226
1646,114.020299,22.542474,2,0,2,1114
1647,114.020444,22.649372,10,0,10,710
1648,114.020878,22.534074,14,0,14,226
1649,114.021208,22.644705,6,0,6,710
1650,114.021293,22.629543,17,0,17,704
1651,114.021369,22.653237,3,0,3,709
1652,114.021369,22.653237,5,0,5,709
1653,114.021476,22.664938,12,0,12,711
1654,114.021484,22.529977,20,0,20,217
1655,114.021511,22.664678,16,0,16,711
