pile_id,power,pileType,station_id
10090028.0,150.0,DC,1009.0
10090029.0,150.0,DC,1009.0
10090030.0,150.0,DC,1009.0
10090031.0,150.0,DC,1009.0
10090032.0,150.0,DC,1009.0
10090033.0,150.0,DC,1009.0
10090034.0,150.0,DC,1009.0
10090035.0,150.0,DC,1009.0
10090036.0,150.0,DC,1009.0
10090037.0,150.0,DC,1009.0
10090038.0,150.0,DC,1009.0
10090039.0,150.0,DC,1009.0
10090040.0,150.0,DC,1009.0
10090041.0,150.0,DC,1009.0
10090042.0,150.0,DC,1009.0
10090043.0,150.0,DC,1009.0
10090044.0,150.0,DC,1009.0
10090045.0,150.0,DC,1009.0
10090046.0,150.0,DC,1009.0
10090047.0,150.0,DC,1009.0
10090048.0,150.0,DC,1009.0
10090049.0,150.0,DC,1009.0
10090050.0,150.0,DC,1009.0
10090051.0,150.0,DC,1009.0
10090052.0,150.0,DC,1009.0
10090053.0,150.0,DC,1009.0
10090054.0,150.0,DC,1009.0
10090055.0,150.0,DC,1009.0
10090056.0,150.0,DC,1009.0
10090057.0,150.0,DC,1009.0
10090058.0,150.0,DC,1009.0
10090059.0,150.0,DC,1009.0
10090060.0,150.0,DC,1009.0
10090061.0,150.0,DC,1009.0
10090062.0,150.0,DC,1009.0
10090063.0,150.0,DC,1009.0
10090064.0,150.0,DC,1009.0
10090065.0,150.0,DC,1009.0
10090066.0,150.0,DC,1009.0
10090067.0,150.0,DC,1009.0
10090068.0,150.0,DC,1009.0
10090069.0,150.0,DC,1009.0
10090070.0,150.0,DC,1009.0
10090071.0,150.0,DC,1009.0
10090072.0,150.0,DC,1009.0
10110001.0,135.0,DC,1011.0
10110002.0,150.0,DC,1011.0
10110003.0,150.0,DC,1011.0
10110004.0,150.0,DC,1011.0
10110005.0,135.0,DC,1011.0
10110006.0,150.0,DC,1011.0
10110007.0,150.0,DC,1011.0
10110008.0,150.0,DC,1011.0
10110009.0,150.0,DC,1011.0
10110010.0,150.0,DC,1011.0
10110011.0,150.0,DC,1011.0
10110012.0,150.0,DC,1011.0
10110013.0,150.0,DC,1011.0
10110014.0,150.0,DC,1011.0
10110015.0,150.0,DC,1011.0
10110016.0,150.0,DC,1011.0
10110017.0,150.0,DC,1011.0
10110018.0,150.0,DC,1011.0
10110019.0,150.0,DC,1011.0
10110020.0,150.0,DC,1011.0
10110021.0,150.0,DC,1011.0
10110022.0,150.0,DC,1011.0
10110023.0,150.0,DC,1011.0
10110024.0,150.0,DC,1011.0
10110025.0,150.0,DC,1011.0
10110026.0,150.0,DC,1011.0
10110027.0,135.0,DC,1011.0
10110028.0,150.0,DC,1011.0
10110029.0,150.0,DC,1011.0
10110030.0,150.0,DC,1011.0
10110031.0,150.0,DC,1011.0
10110032.0,135.0,DC,1011.0
10110033.0,135.0,DC,1011.0
10110034.0,135.0,DC,1011.0
10110035.0,135.0,DC,1011.0
10110036.0,150.0,DC,1011.0
10110037.0,135.0,DC,1011.0
10110038.0,135.0,DC,1011.0
10110039.0,135.0,DC,1011.0
10110040.0,150.0,DC,1011.0
10110041.0,135.0,DC,1011.0
10110042.0,135.0,DC,1011.0
10110043.0,135.0,DC,1011.0
10110044.0,135.0,DC,1011.0
10110045.0,135.0,DC,1011.0
10110046.0,135.0,DC,1011.0
10110047.0,150.0,DC,1011.0
10110048.0,150.0,DC,1011.0
10110049.0,150.0,DC,1011.0
10110050.0,150.0,DC,1011.0
10110051.0,150.0,DC,1011.0
10110052.0,150.0,DC,1011.0
10110053.0,150.0,DC,1011.0
10110054.0,150.0,DC,1011.0
10110055.0,150.0,DC,1011.0
10110056.0,150.0,DC,1011.0
10110057.0,150.0,DC,1011.0
10110058.0,150.0,DC,1011.0
10110059.0,150.0,DC,1011.0
10110060.0,150.0,DC,1011.0
10110061.0,150.0,DC,1011.0
10110062.0,150.0,DC,1011.0
10110063.0,150.0,DC,1011.0
10110064.0,150.0,DC,1011.0
10110065.0,150.0,DC,1011.0
10130001.0,7.0,AC,1013.0
10130002.0,7.0,AC,1013.0
10130003.0,7.0,AC,1013.0
10130004.0,7.0,AC,1013.0
10130005.0,7.0,AC,1013.0
10130006.0,7.0,AC,1013.0
10130007.0,7.0,AC,1013.0
10130008.0,7.0,AC,1013.0
10130009.0,7.0,AC,1013.0
10130010.0,7.0,AC,1013.0
10130011.0,7.0,AC,1013.0
10130012.0,7.0,AC,1013.0
10130013.0,7.0,AC,1013.0
10130014.0,7.0,AC,1013.0
10130015.0,7.0,AC,1013.0
10130016.0,7.0,AC,1013.0
10130017.0,7.0,AC,1013.0
10130018.0,7.0,AC,1013.0
10130019.0,7.0,AC,1013.0
10130020.0,7.0,AC,1013.0
10130021.0,7.0,AC,1013.0
10130022.0,7.0,AC,1013.0
10130023.0,7.0,AC,1013.0
10130024.0,7.0,AC,1013.0
10130025.0,7.0,AC,1013.0
10130026.0,7.0,AC,1013.0
10130027.0,7.0,AC,1013.0
10130028.0,7.0,AC,1013.0
10140001.0,7.0,AC,1014.0
10140002.0,7.0,AC,1014.0
10140003.0,7.0,AC,1014.0
10140004.0,7.0,AC,1014.0
10140005.0,7.0,AC,1014.0
10140006.0,7.0,AC,1014.0
10140007.0,7.0,AC,1014.0
10140008.0,7.0,AC,1014.0
10140009.0,7.0,AC,1014.0
10140010.0,7.0,AC,1014.0
10140011.0,7.0,AC,1014.0
10140012.0,7.0,AC,1014.0
10150001.0,7.0,AC,1015.0
10150002.0,7.0,AC,1015.0
10150003.0,7.0,AC,1015.0
10150004.0,7.0,AC,1015.0
10150005.0,7.0,AC,1015.0
10150006.0,7.0,AC,1015.0
10150007.0,7.0,AC,1015.0
10150008.0,7.0,AC,1015.0
10150009.0,7.0,AC,1015.0
10150010.0,7.0,AC,1015.0
10150011.0,7.0,AC,1015.0
10150012.0,7.0,AC,1015.0
10160001.0,7.0,AC,1016.0
10160002.0,7.0,AC,1016.0
10160003.0,7.0,AC,1016.0
10160004.0,7.0,AC,1016.0
10160005.0,7.0,AC,1016.0
10160006.0,7.0,AC,1016.0
10160007.0,7.0,AC,1016.0
10160008.0,7.0,AC,1016.0
10160009.0,7.0,AC,1016.0
10160010.0,7.0,AC,1016.0
10160011.0,7.0,AC,1016.0
10160012.0,7.0,AC,1016.0
10160013.0,7.0,AC,1016.0
10160014.0,7.0,AC,1016.0
10160015.0,7.0,AC,1016.0
10160016.0,7.0,AC,1016.0
10160017.0,7.0,AC,1016.0
10160018.0,7.0,AC,1016.0
10160019.0,7.0,AC,1016.0
10160020.0,7.0,AC,1016.0
10160021.0,7.0,AC,1016.0
10160022.0,7.0,AC,1016.0
10170001.0,7.0,AC,1017.0
10170002.0,7.0,AC,1017.0
10170003.0,7.0,AC,1017.0
10170004.0,7.0,AC,1017.0
10170005.0,7.0,AC,1017.0
10170006.0,7.0,AC,1017.0
10180001.0,7.0,AC,1018.0
10180002.0,7.0,AC,1018.0
10180003.0,7.0,AC,1018.0
10180004.0,7.0,AC,1018.0
10180005.0,7.0,AC,1018.0
10180006.0,7.0,AC,1018.0
10190001.0,7.0,AC,1019.0
10190002.0,7.0,AC,1019.0
10190003.0,7.0,AC,1019.0
10190004.0,7.0,AC,1019.0
10190005.0,7.0,AC,1019.0
10190006.0,7.0,AC,1019.0
10190007.0,7.0,AC,1019.0
10190008.0,7.0,AC,1019.0
10190009.0,7.0,AC,1019.0
10190010.0,7.0,AC,1019.0
10190011.0,7.0,AC,1019.0
10190012.0,7.0,AC,1019.0
10190013.0,7.0,AC,1019.0
10190014.0,7.0,AC,1019.0
10190015.0,7.0,AC,1019.0
10190016.0,7.0,AC,1019.0
10190017.0,7.0,AC,1019.0
10190018.0,7.0,AC,1019.0
10190019.0,7.0,AC,1019.0
10190020.0,7.0,AC,1019.0
10190021.0,7.0,AC,1019.0
10190022.0,7.0,AC,1019.0
10190023.0,7.0,AC,1019.0
10210001.0,7.0,AC,1021.0
10210002.0,7.0,AC,1021.0
10210003.0,3.5,AC,1021.0
10210004.0,7.0,AC,1021.0
10210005.0,3.5,AC,1021.0
10210006.0,3.5,AC,1021.0
10210007.0,7.0,AC,1021.0
10210008.0,7.0,AC,1021.0
10210009.0,7.0,AC,1021.0
10210010.0,7.0,AC,1021.0
10210011.0,7.0,AC,1021.0
10210012.0,7.0,AC,1021.0
10220001.0,7.0,AC,1022.0
10220002.0,7.0,AC,1022.0
10220003.0,7.0,AC,1022.0
10220004.0,7.0,AC,1022.0
10220005.0,7.0,AC,1022.0
10220006.0,7.0,AC,1022.0
10220007.0,7.0,AC,1022.0
10220008.0,7.0,AC,1022.0
10220009.0,7.0,AC,1022.0
10220010.0,7.0,AC,1022.0
10220011.0,7.0,AC,1022.0
10220012.0,7.0,AC,1022.0
10230001.0,120.0,DC,1023.0
10230002.0,120.0,DC,1023.0
10230003.0,120.0,DC,1023.0
10230004.0,120.0,DC,1023.0
10230005.0,120.0,DC,1023.0
10230006.0,120.0,DC,1023.0
10230007.0,120.0,DC,1023.0
10230008.0,120.0,DC,1023.0
10230009.0,120.0,DC,1023.0
10230010.0,120.0,DC,1023.0
10230011.0,120.0,DC,1023.0
10230012.0,120.0,DC,1023.0
10230013.0,120.0,DC,1023.0
10230014.0,120.0,DC,1023.0
10230015.0,120.0,DC,1023.0
10230016.0,120.0,DC,1023.0
10230017.0,120.0,DC,1023.0
10230018.0,120.0,DC,1023.0
10230019.0,120.0,DC,1023.0
10230020.0,120.0,DC,1023.0
10230021.0,120.0,DC,1023.0
10230022.0,120.0,DC,1023.0
10230023.0,120.0,DC,1023.0
10230024.0,120.0,DC,1023.0
10230025.0,120.0,DC,1023.0
10230026.0,120.0,DC,1023.0
10230027.0,120.0,DC,1023.0
10230028.0,120.0,DC,1023.0
10230029.0,120.0,DC,1023.0
10230030.0,120.0,DC,1023.0
10230031.0,120.0,DC,1023.0
10230032.0,120.0,DC,1023.0
10240001.0,120.0,DC,1024.0
10240002.0,120.0,DC,1024.0
10240003.0,120.0,DC,1024.0
10240004.0,120.0,DC,1024.0
10240005.0,120.0,DC,1024.0
10240006.0,120.0,DC,1024.0
10240007.0,120.0,DC,1024.0
10240008.0,120.0,DC,1024.0
10240009.0,120.0,DC,1024.0
10240010.0,120.0,DC,1024.0
10240011.0,120.0,DC,1024.0
10240012.0,120.0,DC,1024.0
10240013.0,120.0,DC,1024.0
10240014.0,120.0,DC,1024.0
10240015.0,120.0,DC,1024.0
10240016.0,120.0,DC,1024.0
10240017.0,120.0,DC,1024.0
10240018.0,120.0,DC,1024.0
10240019.0,120.0,DC,1024.0
10240020.0,120.0,DC,1024.0
10240021.0,120.0,DC,1024.0
10240022.0,120.0,DC,1024.0
10240023.0,60.0,DC,1024.0
10240024.0,60.0,DC,1024.0
10240025.0,60.0,DC,1024.0
10240026.0,60.0,DC,1024.0
10240027.0,60.0,DC,1024.0
10240028.0,120.0,DC,1024.0
10240029.0,60.0,DC,1024.0
10240030.0,120.0,DC,1024.0
10240031.0,120.0,DC,1024.0
10240032.0,120.0,DC,1024.0
10240033.0,120.0,DC,1024.0
10240034.0,120.0,DC,1024.0
10240035.0,120.0,DC,1024.0
10240036.0,120.0,DC,1024.0
10240037.0,120.0,DC,1024.0
10240038.0,120.0,DC,1024.0
10250001.0,240.0,DC,1025.0
10250002.0,240.0,DC,1025.0
10250003.0,240.0,DC,1025.0
10250004.0,240.0,DC,1025.0
10250005.0,240.0,DC,1025.0
10250006.0,240.0,DC,1025.0
10250007.0,240.0,DC,1025.0
10250008.0,240.0,DC,1025.0
10250009.0,240.0,DC,1025.0
10250010.0,240.0,DC,1025.0
10250011.0,240.0,DC,1025.0
10250012.0,240.0,DC,1025.0
10250013.0,240.0,DC,1025.0
10250014.0,240.0,DC,1025.0
10250015.0,240.0,DC,1025.0
10250016.0,240.0,DC,1025.0
10250017.0,240.0,DC,1025.0
10250018.0,240.0,DC,1025.0
10250019.0,240.0,DC,1025.0
10250020.0,240.0,DC,1025.0
10250021.0,240.0,DC,1025.0
10250022.0,240.0,DC,1025.0
10250023.0,240.0,DC,1025.0
10250024.0,240.0,DC,1025.0
10270001.0,7.0,AC,1027.0
10270002.0,7.0,AC,1027.0
10270003.0,7.0,AC,1027.0
10270004.0,7.0,AC,1027.0
10270005.0,7.0,AC,1027.0
10270006.0,7.0,AC,1027.0
10270007.0,7.0,AC,1027.0
10270008.0,7.0,AC,1027.0
10270009.0,7.0,AC,1027.0
10270010.0,7.0,AC,1027.0
10270011.0,7.0,AC,1027.0
10270012.0,7.0,AC,1027.0
10270013.0,7.0,AC,1027.0
10270014.0,7.0,AC,1027.0
10270015.0,7.0,AC,1027.0
10270016.0,7.0,AC,1027.0
10270017.0,7.0,AC,1027.0
10280001.0,3.5,AC,1028.0
10280002.0,7.0,AC,1028.0
10280003.0,7.0,AC,1028.0
10280004.0,3.5,AC,1028.0
10280005.0,7.0,AC,1028.0
10280006.0,7.0,AC,1028.0
10280007.0,7.0,AC,1028.0
10280008.0,7.0,AC,1028.0
10280009.0,7.0,AC,1028.0
10280010.0,7.0,AC,1028.0
10280011.0,7.0,AC,1028.0
10280012.0,3.5,AC,1028.0
10290001.0,150.0,DC,1029.0
10290002.0,150.0,DC,1029.0
10290003.0,150.0,DC,1029.0
10290004.0,150.0,DC,1029.0
10290005.0,150.0,DC,1029.0
10290006.0,150.0,DC,1029.0
10290007.0,150.0,DC,1029.0
10290008.0,150.0,DC,1029.0
10290009.0,150.0,DC,1029.0
10290010.0,150.0,DC,1029.0
10290011.0,150.0,DC,1029.0
10290012.0,150.0,DC,1029.0
10290013.0,150.0,DC,1029.0
10290014.0,150.0,DC,1029.0
10290015.0,200.0,DC,1029.0
10290016.0,200.0,DC,1029.0
10290017.0,150.0,DC,1029.0
10290018.0,150.0,DC,1029.0
10290019.0,150.0,DC,1029.0
10290020.0,150.0,DC,1029.0
10290021.0,150.0,DC,1029.0
10290022.0,150.0,DC,1029.0
10290023.0,150.0,DC,1029.0
10290024.0,150.0,DC,1029.0
10290025.0,150.0,DC,1029.0
10290026.0,150.0,DC,1029.0
10290027.0,150.0,DC,1029.0
10290028.0,150.0,DC,1029.0
10290029.0,150.0,DC,1029.0
10290030.0,150.0,DC,1029.0
10290031.0,150.0,DC,1029.0
10290032.0,150.0,DC,1029.0
10290033.0,150.0,DC,1029.0
10290034.0,150.0,DC,1029.0
10290035.0,150.0,DC,1029.0
10290036.0,150.0,DC,1029.0
10290037.0,150.0,DC,1029.0
10290038.0,150.0,DC,1029.0
10290039.0,150.0,DC,1029.0
10290040.0,150.0,DC,1029.0
10290041.0,150.0,DC,1029.0
10290042.0,150.0,DC,1029.0
10290043.0,150.0,DC,1029.0
10290044.0,150.0,DC,1029.0
10290045.0,150.0,DC,1029.0
10290046.0,150.0,DC,1029.0
10290047.0,150.0,DC,1029.0
10290048.0,150.0,DC,1029.0
10290049.0,150.0,DC,1029.0
10290050.0,150.0,DC,1029.0
10290051.0,200.0,DC,1029.0
10290052.0,200.0,DC,1029.0
10290053.0,200.0,DC,1029.0
10290054.0,200.0,DC,1029.0
10290055.0,200.0,DC,1029.0
10290056.0,200.0,DC,1029.0
10290057.0,200.0,DC,1029.0
10290058.0,200.0,DC,1029.0
10290059.0,200.0,DC,1029.0
10290060.0,200.0,DC,1029.0
10290061.0,200.0,DC,1029.0
10290062.0,200.0,DC,1029.0
10290063.0,200.0,DC,1029.0
10290064.0,200.0,DC,1029.0
10290065.0,200.0,DC,1029.0
10290066.0,120.0,DC,1029.0
10290067.0,120.0,DC,1029.0
10290068.0,200.0,DC,1029.0
10290069.0,200.0,DC,1029.0
10290070.0,200.0,DC,1029.0
10290071.0,200.0,DC,1029.0
10290072.0,200.0,DC,1029.0
10290073.0,200.0,DC,1029.0
10290074.0,200.0,DC,1029.0
10290075.0,200.0,DC,1029.0
10290076.0,200.0,DC,1029.0
10290077.0,200.0,DC,1029.0
10290078.0,200.0,DC,1029.0
10310001.0,7.0,AC,1031.0
10310002.0,7.0,AC,1031.0
10310003.0,7.0,AC,1031.0
10310004.0,7.0,AC,1031.0
10310005.0,7.0,AC,1031.0
10310006.0,7.0,AC,1031.0
10310007.0,7.0,AC,1031.0
10310008.0,7.0,AC,1031.0
10310009.0,7.0,AC,1031.0
10310010.0,7.0,AC,1031.0
10310011.0,7.0,AC,1031.0
10310012.0,7.0,AC,1031.0
10320001.0,7.0,AC,1032.0
10320002.0,7.0,AC,1032.0
10320003.0,7.0,AC,1032.0
10320004.0,7.0,AC,1032.0
10320005.0,7.0,AC,1032.0
10320006.0,7.0,AC,1032.0
10320007.0,7.0,AC,1032.0
10320008.0,7.0,AC,1032.0
10320009.0,7.0,AC,1032.0
10320010.0,7.0,AC,1032.0
10330001.0,7.0,AC,1033.0
10330002.0,7.0,AC,1033.0
10330003.0,7.0,AC,1033.0
10330004.0,7.0,AC,1033.0
10330005.0,7.0,AC,1033.0
10330006.0,7.0,AC,1033.0
10330007.0,45.0,DC,1033.0
10330008.0,7.0,AC,1033.0
10330009.0,7.0,AC,1033.0
10330010.0,45.0,DC,1033.0
10330011.0,7.0,AC,1033.0
10330012.0,7.0,AC,1033.0
10330013.0,7.0,AC,1033.0
10330014.0,7.0,AC,1033.0
10330015.0,7.0,AC,1033.0
10330016.0,7.0,AC,1033.0
10330017.0,7.0,AC,1033.0
10330018.0,7.0,AC,1033.0
10330019.0,7.0,AC,1033.0
10330020.0,7.0,AC,1033.0
10330021.0,7.0,AC,1033.0
10330022.0,7.0,AC,1033.0
10330023.0,7.0,AC,1033.0
10330024.0,7.0,AC,1033.0
10330025.0,7.0,AC,1033.0
10330026.0,7.0,AC,1033.0
10330027.0,7.0,AC,1033.0
10330028.0,7.0,AC,1033.0
10330029.0,7.0,AC,1033.0
10330030.0,7.0,AC,1033.0
10330031.0,7.0,AC,1033.0
10330032.0,7.0,AC,1033.0
10330033.0,7.0,AC,1033.0
10330034.0,7.0,AC,1033.0
10330035.0,7.0,AC,1033.0
10330036.0,7.0,AC,1033.0
10330037.0,7.0,AC,1033.0
10330038.0,7.0,AC,1033.0
10350001.0,7.0,AC,1035.0
10350002.0,7.0,AC,1035.0
10350003.0,7.0,AC,1035.0
10350004.0,7.0,AC,1035.0
10350005.0,7.0,AC,1035.0
10350006.0,7.0,AC,1035.0
10350007.0,7.0,AC,1035.0
10350008.0,7.0,AC,1035.0
10350009.0,7.0,AC,1035.0
10350010.0,7.0,AC,1035.0
10350011.0,7.0,AC,1035.0
10350012.0,7.0,AC,1035.0
10350013.0,7.0,AC,1035.0
10350014.0,7.0,AC,1035.0
10350015.0,7.0,AC,1035.0
10350016.0,7.0,AC,1035.0
10350017.0,7.0,AC,1035.0
10350018.0,7.0,AC,1035.0
10350019.0,7.0,AC,1035.0
10350020.0,7.0,AC,1035.0
10350021.0,7.0,AC,1035.0
10350022.0,7.0,AC,1035.0
10350023.0,7.0,AC,1035.0
10350024.0,7.0,AC,1035.0
10350025.0,7.0,AC,1035.0
10350026.0,7.0,AC,1035.0
10350027.0,7.0,AC,1035.0
10350028.0,7.0,AC,1035.0
10350029.0,7.0,AC,1035.0
10350030.0,7.0,AC,1035.0
10350031.0,7.0,AC,1035.0
10350032.0,7.0,AC,1035.0
10350033.0,7.0,AC,1035.0
10350034.0,7.0,AC,1035.0
10350035.0,7.0,AC,1035.0
10350036.0,7.0,AC,1035.0
10370001.0,7.0,AC,1037.0
10370002.0,7.0,AC,1037.0
10370003.0,7.0,AC,1037.0
10370004.0,7.0,AC,1037.0
10370005.0,7.0,AC,1037.0
10370006.0,7.0,AC,1037.0
10370007.0,7.0,AC,1037.0
10370008.0,7.0,AC,1037.0
10370009.0,7.0,AC,1037.0
10370010.0,7.0,AC,1037.0
10370011.0,7.0,AC,1037.0
10370012.0,7.0,AC,1037.0
10370013.0,7.0,AC,1037.0
10370014.0,7.0,AC,1037.0
10370015.0,7.0,AC,1037.0
10370016.0,7.0,AC,1037.0
10370017.0,7.0,AC,1037.0
10370018.0,7.0,AC,1037.0
10370019.0,7.0,AC,1037.0
10370020.0,7.0,AC,1037.0
10370021.0,7.0,AC,1037.0
10370022.0,7.0,AC,1037.0
10370023.0,7.0,AC,1037.0
10370024.0,7.0,AC,1037.0
10370025.0,7.0,AC,1037.0
10370026.0,7.0,AC,1037.0
10370027.0,7.0,AC,1037.0
10370028.0,7.0,AC,1037.0
10370029.0,7.0,AC,1037.0
10370030.0,7.0,AC,1037.0
10370031.0,7.0,AC,1037.0
10370032.0,7.0,AC,1037.0
10370033.0,7.0,AC,1037.0
10370034.0,7.0,AC,1037.0
10370035.0,7.0,AC,1037.0
10370036.0,7.0,AC,1037.0
10370037.0,7.0,AC,1037.0
10370038.0,7.0,AC,1037.0
10370039.0,7.0,AC,1037.0
10370040.0,7.0,AC,1037.0
10370041.0,7.0,AC,1037.0
10370042.0,7.0,AC,1037.0
10370043.0,7.0,AC,1037.0
10370044.0,7.0,AC,1037.0
10370045.0,7.0,AC,1037.0
10370046.0,7.0,AC,1037.0
10370047.0,7.0,AC,1037.0
10370048.0,7.0,AC,1037.0
10370049.0,7.0,AC,1037.0
10370050.0,7.0,AC,1037.0
10370051.0,7.0,AC,1037.0
10370052.0,7.0,AC,1037.0
10370053.0,7.0,AC,1037.0
10370054.0,7.0,AC,1037.0
10370055.0,7.0,AC,1037.0
10380001.0,7.0,AC,1038.0
10380002.0,7.0,AC,1038.0
10380003.0,7.0,AC,1038.0
10380004.0,7.0,AC,1038.0
10380005.0,7.0,AC,1038.0
10380006.0,60.0,DC,1038.0
10380007.0,60.0,DC,1038.0
10380008.0,60.0,DC,1038.0
10380009.0,60.0,DC,1038.0
10380010.0,7.0,AC,1038.0
10380011.0,7.0,AC,1038.0
10380012.0,7.0,AC,1038.0
10380013.0,7.0,AC,1038.0
10380014.0,7.0,AC,1038.0
10380015.0,7.0,AC,1038.0
10380016.0,7.0,AC,1038.0
10380017.0,7.0,AC,1038.0
10380018.0,7.0,AC,1038.0
10380019.0,7.0,AC,1038.0
10380020.0,7.0,AC,1038.0
10380021.0,7.0,AC,1038.0
10380022.0,7.0,AC,1038.0
10380023.0,7.0,AC,1038.0
10380024.0,7.0,AC,1038.0
10380025.0,7.0,AC,1038.0
10380026.0,7.0,AC,1038.0
10380027.0,7.0,AC,1038.0
10380028.0,7.0,AC,1038.0
10380029.0,7.0,AC,1038.0
10380030.0,7.0,AC,1038.0
10380031.0,7.0,AC,1038.0
